transaction_id,customer_id,flight_destination,flight_date,n_guests,booking_date,total_spend,flight_type
2711,1375,Long Haul,2022-11-20,4,2022-09-16,53238.47847,One-way
2712,1376,Domestic,2022-12-07,2,2022-11-21,1753.034546,One-way
2713,1376,Domestic,2022-10-23,5,2022-10-09,12359.11575,One-way
2714,1377,Short Haul,2022-05-08,3,2022-03-08,19664.03698,One-way
2715,1377,Domestic,2022-11-09,7,2022-10-20,11036.13753,One-way
2716,1378,Long Haul,2022-05-05,3,2022-03-05,25742.95513,One-way
2717,1378,Domestic,2022-11-28,1,2022-11-14,2904.074374,One-way
2718,1379,Short Haul,2022-06-06,3,2022-04-02,16991.18506,One-way
2719,1380,Long Haul,2022-10-27,1,2022-08-31,8210.274379,One-way
2720,1380,Domestic,2022-06-03,1,2022-05-21,1000,One-way
2721,1380,Short Haul,2022-05-29,1,2022-03-24,4825.273656,One-way
2722,1381,Domestic,2022-12-03,1,2022-11-22,1000,One-way
2723,1381,Short Haul,2022-11-09,3,2022-09-07,14639.85757,One-way
2724,1382,Domestic,2022-05-29,1,2022-05-19,4407.900268,Open Jaw
2725,1383,Short Haul,2022-11-21,4,2022-09-19,33543.33313,One-way
2726,1384,Domestic,2022-10-18,2,2022-10-10,7594.633178,Round-Trip
2727,1385,Short Haul,2022-05-17,1,2022-03-25,4846.5837,One-way
2728,1385,Short Haul,2022-04-26,3,2022-02-19,23224.9,Round-Trip
2729,1386,Long Haul,2022-12-04,1,2022-09-19,10758.22923,One-way
2730,1386,Domestic,2022-06-04,1,2022-05-16,5315.535078,One-way
2731,1386,Domestic,2022-12-12,3,2022-11-20,5554.934936,Round-Trip
2732,1387,Short Haul,2022-11-01,1,2022-08-28,6861.787205,One-way
2733,1388,Domestic,2022-11-19,1,2022-11-04,1000,One-way
2734,1388,Long Haul,2022-11-15,1,2022-09-03,14631.66342,Open Jaw
2735,1388,Short Haul,2022-06-30,4,2022-04-25,35137.99233,Round-Trip
2736,1389,Domestic,2022-06-08,1,2022-05-31,4001.257957,One-way
2737,1390,Short Haul,2022-11-05,1,2022-09-04,8719.793232,One-way
2738,1391,Domestic,2022-05-29,1,2022-05-10,3282.346589,Round-Trip
2739,1391,Domestic,2022-12-11,1,2022-11-29,5949.225319,One-way
2740,1391,Domestic,2022-05-27,6,2022-05-13,13536.21281,Round-Trip
2741,1392,Domestic,2022-11-18,1,2022-11-02,1721.706266,Round-Trip
2742,1392,Domestic,2022-11-17,3,2022-11-04,9241.874193,One-way
2743,1393,Domestic,2022-12-09,3,2022-11-27,3570.308684,Open Jaw
2744,1394,Long Haul,2022-12-25,3,2022-11-09,61111.34073,Round-Trip
2745,1394,Long Haul,2022-12-06,1,2022-10-10,7636.875301,One-way
2746,1395,Long Haul,2022-11-27,1,2022-09-16,22660.27481,Open Jaw
2747,1395,Short Haul,2022-06-25,1,2022-04-21,8582.145399,One-way
2748,1395,Long Haul,2022-11-23,1,2022-10-09,18975.59358,Round-Trip
2749,1395,Domestic,2022-05-22,1,2022-05-16,1660.701184,One-way
2750,1396,Long Haul,2022-11-13,1,2022-09-15,14278.96478,One-way
2751,1397,Domestic,2022-04-17,3,2022-03-29,5146.061511,One-way
2752,1398,Long Haul,2022-11-12,3,2022-09-16,32734.41585,One-way
2753,1398,Short Haul,2022-04-30,3,2022-03-11,15808.36671,One-way
2754,1399,Long Haul,2022-11-12,4,2022-09-09,33500.51454,One-way
2755,1399,Domestic,2022-05-04,2,2022-04-24,3720.942966,One-way
2756,1399,Domestic,2022-12-06,5,2022-11-23,5285.795034,One-way
2757,1399,Short Haul,2022-11-17,2,2022-09-20,11652.40534,One-way
2758,1399,Short Haul,2022-09-29,2,2022-07-20,29714.67519,Round-Trip
2759,1400,Short Haul,2022-12-30,1,2022-10-25,8117.792797,One-way
2760,1401,Domestic,2022-11-16,3,2022-10-28,1000.890884,One-way
2761,1401,Domestic,2022-05-13,1,2022-04-27,2047.463343,One-way
2762,1401,Domestic,2022-04-28,1,2022-04-19,4072.418934,Round-Trip
2763,1402,Long Haul,2022-10-22,1,2022-08-21,8153.640519,One-way
2764,1403,Domestic,2022-11-08,1,2022-10-29,1000,One-way
2765,1404,Short Haul,2022-12-02,3,2022-10-10,17969.86672,One-way
2766,1404,Domestic,2022-11-18,2,2022-11-01,1592.967937,One-way
2767,1404,Short Haul,2022-05-26,2,2022-03-22,7429.007962,One-way
2768,1405,Short Haul,2022-11-22,3,2022-09-29,25274.13095,Round-Trip
2769,1406,Short Haul,2022-05-23,5,2022-03-20,22276.44724,One-way
2770,1407,Long Haul,2022-06-27,5,2022-04-24,32171.54286,One-way
2771,1408,Domestic,2022-06-22,1,2022-06-03,3099.69986,Round-Trip
2772,1408,Long Haul,2022-11-03,1,2022-08-31,16059.91535,Round-Trip
2773,1409,Long Haul,2022-12-16,2,2022-10-20,43956.85641,Round-Trip
2774,1410,Long Haul,2022-11-23,1,2022-09-24,10262.66002,One-way
2775,1410,Domestic,2022-11-05,3,2022-10-24,3341.272328,One-way
2776,1410,Short Haul,2022-12-07,1,2022-10-17,11670.40787,Round-Trip
2777,1411,Domestic,2022-04-25,2,2022-04-11,4155.891385,Round-Trip
2778,1412,Short Haul,2022-10-30,1,2022-09-10,8028.528232,Round-Trip
2779,1412,Domestic,2022-10-29,1,2022-10-15,2950.295856,One-way
2780,1412,Long Haul,2022-06-05,4,2022-04-12,61252.15888,One-way
2781,1413,Short Haul,2022-05-16,1,2022-03-16,9178.42377,Round-Trip
2782,1413,Long Haul,2022-11-04,2,2022-08-24,30001.59933,Round-Trip
2783,1414,Short Haul,2022-05-20,1,2022-03-27,5263.480934,One-way
2784,1414,Long Haul,2022-05-14,1,2022-03-09,24402.51622,Round-Trip
2785,1415,Domestic,2022-11-19,2,2022-11-05,4580.968145,One-way
2786,1416,Domestic,2022-10-21,3,2022-10-05,4905.226183,One-way
2787,1416,Domestic,2022-06-06,1,2022-05-25,3154.345288,One-way
2788,1417,Long Haul,2022-05-18,1,2022-03-17,6361.845627,One-way
2789,1417,Domestic,2022-10-15,1,2022-09-29,2219.109082,One-way
2790,1418,Domestic,2022-05-15,1,2022-04-27,5543.870375,Round-Trip
2791,1418,Domestic,2022-10-15,1,2022-09-30,2431.102439,Round-Trip
2792,1419,Long Haul,2022-05-04,3,2022-03-06,82382.36408,Round-Trip
2793,1419,Long Haul,2022-12-17,3,2022-10-25,18939.7452,One-way
2794,1420,Domestic,2022-06-04,3,2022-05-20,2776.53627,One-way
2795,1421,Long Haul,2022-05-27,1,2022-03-15,12121.5446,One-way
2796,1421,Domestic,2022-11-27,4,2022-11-14,5539.146388,One-way
2797,1422,Long Haul,2022-12-20,1,2022-10-26,9052.802767,One-way
2798,1422,Domestic,2022-05-22,1,2022-05-09,5498.472922,One-way
2799,1422,Short Haul,2022-11-14,1,2022-09-06,5169.74263,One-way
2800,1423,Domestic,2022-11-29,1,2022-11-17,2493.972538,One-way
2801,1424,Domestic,2022-11-06,1,2022-10-25,2919.324727,One-way
2802,1424,Domestic,2022-05-01,1,2022-04-19,5215.455822,One-way
2803,1425,Long Haul,2022-05-20,3,2022-03-18,24297.08442,One-way
2804,1425,Short Haul,2022-06-01,2,2022-04-05,11768.8578,One-way
2805,1426,Short Haul,2022-11-17,2,2022-10-12,18584.54965,One-way
2806,1426,Short Haul,2022-05-20,1,2022-03-24,11700.81947,Round-Trip
2807,1427,Short Haul,2022-05-30,2,2022-04-08,15628.90414,One-way
2808,1428,Long Haul,2022-10-19,1,2022-08-20,24443.20426,Round-Trip
2809,1428,Domestic,2022-12-17,3,2022-12-04,7682.139137,One-way
2810,1428,Domestic,2022-05-09,1,2022-04-24,3361.734399,One-way
2811,1429,Short Haul,2022-06-22,3,2022-04-08,23117.01517,Round-Trip
2812,1430,Long Haul,2022-11-21,3,2022-09-25,40591.71227,One-way
2813,1430,Domestic,2022-12-05,1,2022-11-23,1071.145442,One-way
2814,1431,Domestic,2022-05-20,1,2022-05-09,3962.71411,One-way
2815,1432,Short Haul,2022-12-03,1,2022-09-28,5330.67502,One-way
2816,1432,Domestic,2022-10-29,3,2022-10-13,11956.08887,Round-Trip
2817,1433,Short Haul,2022-11-26,1,2022-09-30,8844.79471,One-way
2818,1433,Domestic,2022-10-27,1,2022-10-17,3093.802403,One-way
2819,1433,Domestic,2022-11-10,1,2022-10-23,1000,One-way
2820,1434,Domestic,2022-05-31,3,2022-05-17,4491.858266,Round-Trip
2821,1435,Domestic,2022-04-30,1,2022-04-20,2940.818166,Round-Trip
2822,1435,Long Haul,2022-10-31,3,2022-09-07,43859.24813,Round-Trip
2823,1435,Domestic,2022-11-07,1,2022-10-16,2891.131009,One-way
2824,1436,Domestic,2022-12-01,2,2022-11-16,2794.474725,One-way
2825,1437,Short Haul,2022-05-10,1,2022-03-16,12903.25843,Round-Trip
2826,1438,Domestic,2022-11-19,1,2022-11-10,3106.131026,One-way
2827,1438,Short Haul,2022-12-03,1,2022-10-01,6399.984968,One-way
2828,1439,Domestic,2022-05-19,1,2022-04-29,2295.917563,One-way
2829,1439,Short Haul,2022-05-04,1,2022-03-15,11250.27558,Round-Trip
2830,1440,Domestic,2022-11-09,1,2022-10-25,1000,One-way
2831,1440,Domestic,2022-11-24,3,2022-11-12,1225.71395,One-way
2832,1441,Short Haul,2022-11-23,3,2022-09-25,14390.99001,One-way
2833,1442,Long Haul,2022-11-19,6,2022-08-29,53127.90063,One-way
2834,1443,Domestic,2022-04-29,5,2022-04-14,28443.72628,Round-Trip
2835,1443,Short Haul,2022-05-12,3,2022-03-11,20981.61875,Round-Trip
2836,1444,Domestic,2022-11-25,1,2022-11-12,1000,Round-Trip
2837,1445,Domestic,2022-11-26,1,2022-11-15,2009.429088,One-way
2838,1446,Short Haul,2022-12-18,1,2022-10-20,10558.90437,Round-Trip
2839,1446,Long Haul,2022-11-25,1,2022-09-26,13206.44397,Open Jaw
2840,1447,Domestic,2022-11-30,1,2022-11-16,6266.095586,Round-Trip
2841,1447,Short Haul,2022-11-30,1,2022-10-08,5029.010748,One-way
2842,1448,Domestic,2022-11-24,3,2022-11-12,6999.758047,One-way
2843,1448,Short Haul,2022-05-14,4,2022-03-16,32059.61945,Open Jaw
2844,1449,Long Haul,2022-04-22,1,2022-02-24,11357.60515,One-way
2845,1449,Domestic,2022-05-16,5,2022-05-01,14533.56675,Round-Trip
2846,1449,Domestic,2022-10-31,3,2022-10-18,4253.514343,One-way
2847,1449,Domestic,2022-05-02,1,2022-04-08,2865.071954,One-way
2848,1450,Short Haul,2022-05-13,1,2022-03-10,10611.70376,Round-Trip
2849,1451,Long Haul,2022-11-22,1,2022-09-14,7322.50628,One-way
2850,1452,Domestic,2022-05-04,1,2022-04-25,3789.546193,One-way
2851,1452,Domestic,2022-05-07,1,2022-04-19,1872.812571,Round-Trip
2852,1452,Domestic,2022-11-06,1,2022-10-26,4926.418626,One-way
2853,1452,Domestic,2022-10-30,1,2022-10-13,1000,One-way
2854,1453,Domestic,2022-11-15,3,2022-11-04,14305.55732,Round-Trip
2855,1453,Short Haul,2022-05-25,4,2022-03-22,16876.39265,One-way
2856,1453,Domestic,2022-10-27,2,2022-10-11,2186.949297,One-way
2857,1454,Short Haul,2022-05-28,3,2022-03-25,40915.09599,Round-Trip
2858,1455,Domestic,2022-10-23,3,2022-10-11,11407.66352,Open Jaw
2859,1455,Domestic,2022-12-29,1,2022-12-14,1000,One-way
2860,1455,Long Haul,2022-11-02,4,2022-09-02,32067.2269,One-way
2861,1455,Domestic,2022-05-28,2,2022-05-09,3311.14746,Round-Trip
2862,1456,Short Haul,2022-11-02,1,2022-08-31,11820.73973,Round-Trip
2863,1456,Long Haul,2022-05-19,1,2022-03-25,23083.61479,Round-Trip
2864,1457,Domestic,2022-12-10,3,2022-11-21,6543.041061,Open Jaw
2865,1458,Short Haul,2022-03-31,1,2022-01-27,8274.135493,One-way
2866,1458,Long Haul,2022-11-12,4,2022-09-06,32063.96733,One-way
2867,1458,Domestic,2022-11-25,2,2022-11-06,4561.701987,One-way
2868,1459,Domestic,2022-04-16,1,2022-04-05,4506.220479,One-way
2869,1459,Domestic,2022-10-31,1,2022-10-18,4270.13056,Round-Trip
2870,1460,Short Haul,2022-12-06,3,2022-10-09,35475.42211,Round-Trip
2871,1460,Domestic,2022-11-04,1,2022-10-16,1236.910862,One-way
2872,1460,Domestic,2022-12-17,4,2022-12-03,14481.61387,Round-Trip
2873,1461,Domestic,2022-11-01,3,2022-10-14,1000,One-way
2874,1462,Short Haul,2022-10-28,3,2022-09-02,16582.88676,One-way
2875,1463,Domestic,2022-05-01,3,2022-04-15,9400.485858,Round-Trip
2876,1463,Domestic,2022-05-03,1,2022-04-18,3705.269875,One-way
2877,1464,Short Haul,2022-11-11,1,2022-09-15,12320.9149,Round-Trip
2878,1465,Short Haul,2022-11-30,3,2022-09-30,52225.81693,Round-Trip
2879,1465,Domestic,2022-05-29,1,2022-05-05,5684.906289,Round-Trip
2880,1466,Long Haul,2022-10-27,1,2022-08-14,6240.496955,One-way
2881,1466,Long Haul,2022-12-20,1,2022-10-09,12907.56051,Round-Trip
2882,1466,Long Haul,2022-12-20,1,2022-10-29,10918.84378,One-way
2883,1467,Domestic,2022-12-26,3,2022-12-03,12909.15228,One-way
2884,1467,Domestic,2022-11-15,1,2022-10-28,1000,One-way
2885,1468,Domestic,2022-12-16,5,2022-12-04,8183.584065,One-way
2886,1468,Domestic,2022-11-08,3,2022-10-26,17222.05381,Open Jaw
2887,1468,Long Haul,2022-06-06,4,2022-04-07,34746.67334,One-way
2888,1468,Domestic,2022-04-07,4,2022-03-23,10158.88252,Round-Trip
2889,1469,Domestic,2022-11-23,1,2022-11-10,3076.181802,One-way
2890,1469,Long Haul,2022-12-05,2,2022-10-22,16826.97523,One-way
2891,1469,Domestic,2022-05-23,3,2022-05-07,6565.476612,One-way
2892,1469,Domestic,2022-06-04,4,2022-05-11,2878.625682,One-way
2893,1470,Domestic,2022-10-23,8,2022-10-10,11610.484,One-way
2894,1471,Domestic,2022-05-25,3,2022-05-15,12248.50579,One-way
2895,1472,Domestic,2022-05-20,1,2022-05-11,2109.28204,Round-Trip
2896,1473,Domestic,2022-11-02,1,2022-10-19,2529.533945,One-way
2897,1474,Domestic,2022-11-21,2,2022-11-07,3846.339585,One-way
2898,1474,Short Haul,2022-05-05,3,2022-03-01,16580.25442,One-way
2899,1474,Short Haul,2022-06-16,2,2022-05-01,21896.16185,Round-Trip
2900,1475,Domestic,2022-05-06,3,2022-04-20,4645.341145,One-way
2901,1475,Domestic,2022-05-25,1,2022-05-12,1000,One-way
2902,1476,Long Haul,2022-04-17,1,2022-02-15,8899.109969,One-way
2903,1476,Domestic,2022-04-21,1,2022-04-11,3259.00113,Round-Trip
2904,1476,Long Haul,2022-05-18,1,2022-02-25,6195.379149,One-way
2905,1476,Short Haul,2022-05-01,3,2022-02-26,18944.54939,One-way
2906,1477,Domestic,2022-12-01,4,2022-11-09,4666.749458,One-way
2907,1478,Long Haul,2022-11-07,1,2022-08-31,11482.16668,One-way
2908,1478,Domestic,2022-10-30,3,2022-10-12,2632.220863,One-way
2909,1478,Domestic,2022-11-10,5,2022-10-27,15211.60072,Round-Trip
2910,1478,Domestic,2022-12-10,1,2022-11-20,3424.150254,One-way
2911,1479,Domestic,2022-11-25,3,2022-11-15,5060.928259,One-way
2912,1479,Long Haul,2022-06-03,4,2022-04-13,91332.05201,Round-Trip
2913,1480,Domestic,2022-11-24,5,2022-11-10,9381.597591,One-way
2914,1480,Short Haul,2022-05-13,1,2022-03-18,5397.624279,One-way
2915,1481,Domestic,2022-11-04,2,2022-10-25,13200.38792,Round-Trip
2916,1482,Domestic,2022-05-09,2,2022-04-25,5967.889342,One-way
2917,1483,Long Haul,2022-10-24,4,2022-08-20,76752.98326,Round-Trip
2918,1483,Domestic,2022-11-08,1,2022-11-03,3631.360554,One-way
2919,1484,Long Haul,2022-05-13,1,2022-03-21,10768.27054,One-way
2920,1484,Long Haul,2022-11-07,3,2022-09-14,37915.45677,One-way
2921,1485,Long Haul,2022-05-11,3,2022-03-09,50926.48471,Round-Trip
2922,1485,Long Haul,2022-05-26,1,2022-03-16,15067.24579,Round-Trip
2923,1486,Domestic,2022-12-06,1,2022-11-25,4743.26808,One-way
2924,1486,Long Haul,2022-06-16,1,2022-04-09,8073.935988,One-way
2925,1486,Short Haul,2022-12-08,5,2022-10-14,20501.27063,One-way
2926,1487,Short Haul,2022-11-03,1,2022-09-08,8858.90891,Open Jaw
2927,1487,Long Haul,2022-06-12,1,2022-04-20,11570.65054,One-way
2928,1488,Short Haul,2022-04-26,1,2022-02-23,9828.568127,One-way
2929,1488,Short Haul,2022-04-30,1,2022-03-17,5484.633598,One-way
2930,1489,Short Haul,2022-11-21,3,2022-09-23,18046.78542,One-way
2931,1490,Domestic,2022-11-13,1,2022-11-01,1000,Open Jaw
2932,1490,Short Haul,2022-11-12,3,2022-09-06,16616.6116,One-way
2933,1491,Domestic,2022-11-24,2,2022-11-14,1148.31283,One-way
2934,1491,Domestic,2022-10-25,4,2022-10-06,6252.801408,One-way
2935,1492,Domestic,2022-11-14,3,2022-11-04,10005.86145,One-way
2936,1493,Domestic,2022-11-24,3,2022-11-10,1164.363117,One-way
2937,1493,Domestic,2022-05-05,1,2022-04-23,3338.596123,One-way
2938,1494,Short Haul,2022-05-27,5,2022-03-30,53613.13917,Open Jaw
2939,1495,Short Haul,2022-05-13,3,2022-03-13,27703.20196,Round-Trip
2940,1495,Domestic,2022-05-31,2,2022-05-16,8691.260849,One-way
2941,1495,Domestic,2022-05-15,1,2022-05-01,1955.316034,One-way
2942,1495,Domestic,2022-11-14,1,2022-11-04,3914.948315,Round-Trip
2943,1496,Long Haul,2022-11-09,2,2022-09-05,18331.20372,One-way
2944,1496,Long Haul,2022-04-12,3,2022-02-09,17107.28672,One-way
2945,1497,Domestic,2022-10-23,1,2022-10-13,1529.70481,One-way
2946,1497,Short Haul,2022-11-23,1,2022-09-19,10669.18292,Round-Trip
2947,1498,Domestic,2022-12-09,3,2022-11-23,5032.312951,One-way
2948,1498,Short Haul,2022-04-29,4,2022-03-02,45629.63313,Round-Trip
2949,1498,Domestic,2022-04-04,2,2022-03-27,10956.35421,Round-Trip
2950,1498,Long Haul,2022-11-15,1,2022-09-24,6645.473588,One-way
2951,1499,Short Haul,2022-12-09,3,2022-10-16,11625.9234,One-way
2952,1499,Long Haul,2022-04-18,2,2022-02-16,13937.63338,One-way
2953,1500,Domestic,2022-11-08,1,2022-10-21,1757.53052,One-way
2954,1501,Long Haul,2022-12-25,3,2022-10-22,48407.34199,Round-Trip
2955,1502,Domestic,2022-07-03,1,2022-06-21,1000,Open Jaw
2956,1503,Domestic,2022-11-14,1,2022-10-30,2320.461076,One-way
2957,1503,Short Haul,2022-12-08,1,2022-09-20,2146.513118,One-way
2958,1504,Domestic,2022-11-27,1,2022-11-10,2216.992761,One-way
2959,1505,Domestic,2022-06-02,1,2022-05-22,3136.007441,One-way
2960,1505,Domestic,2022-06-25,1,2022-06-09,2987.68454,Round-Trip
2961,1505,Domestic,2022-11-24,1,2022-11-11,10411.74803,Round-Trip
2962,1506,Domestic,2022-05-29,2,2022-05-14,1000,One-way
2963,1507,Domestic,2022-06-06,3,2022-05-20,8865.679795,Round-Trip
2964,1508,Long Haul,2022-05-24,1,2022-03-19,24482.21799,Round-Trip
2965,1509,Short Haul,2022-10-21,3,2022-08-26,7739.769911,One-way
2966,1509,Long Haul,2022-12-01,1,2022-10-10,14167.67115,One-way
2967,1509,Long Haul,2022-09-30,3,2022-07-31,93957.13219,Round-Trip
2968,1510,Domestic,2022-05-18,1,2022-05-01,1983.848389,Round-Trip
2969,1511,Domestic,2022-10-29,2,2022-10-14,2537.667335,One-way
2970,1511,Long Haul,2022-11-10,2,2022-09-23,20632.8255,One-way
2971,1511,Domestic,2022-11-16,3,2022-10-30,1674.197172,One-way
2972,1511,Domestic,2022-11-26,6,2022-11-14,19892.43367,Round-Trip
2973,1512,Short Haul,2022-04-26,1,2022-03-05,9696.040027,One-way
2974,1512,Long Haul,2022-11-03,1,2022-08-22,9253.685815,One-way
2975,1513,Short Haul,2022-11-23,3,2022-09-25,20255.57421,One-way
2976,1514,Domestic,2022-11-04,3,2022-10-18,8402.379036,Round-Trip
2977,1515,Short Haul,2022-11-10,4,2022-09-11,80114.66479,Round-Trip
2978,1515,Domestic,2022-11-07,2,2022-10-20,5281.645203,One-way
2979,1515,Domestic,2022-11-08,2,2022-10-25,3822.911876,One-way
2980,1516,Short Haul,2022-12-09,1,2022-10-11,10965.0898,One-way
2981,1516,Short Haul,2022-12-06,1,2022-10-09,6064.883261,One-way
2982,1516,Domestic,2022-11-10,1,2022-10-25,2813.500276,One-way
2983,1517,Short Haul,2022-11-29,1,2022-09-24,9820.749019,Round-Trip
2984,1518,Long Haul,2022-04-24,4,2022-03-07,26821.93781,One-way
2985,1518,Long Haul,2022-05-25,1,2022-04-05,8401.25086,One-way
2986,1519,Short Haul,2022-11-02,1,2022-08-24,4303.013729,One-way
2987,1520,Long Haul,2022-11-22,1,2022-09-29,9508.491974,One-way
2988,1520,Short Haul,2022-11-13,3,2022-09-13,18025.69163,Round-Trip
2989,1521,Domestic,2022-05-20,5,2022-05-07,21326.78485,One-way
2990,1521,Domestic,2022-11-05,2,2022-10-19,7640.713344,Round-Trip
2991,1522,Domestic,2022-11-05,1,2022-10-16,1000,One-way
2992,1522,Domestic,2022-11-18,1,2022-11-08,1000,Round-Trip
2993,1523,Domestic,2022-11-08,1,2022-10-28,6093.627789,Round-Trip
2994,1523,Long Haul,2022-05-16,1,2022-03-14,16572.78029,Round-Trip
2995,1523,Short Haul,2022-11-15,1,2022-09-06,6128.465779,One-way
2996,1523,Domestic,2022-05-13,1,2022-05-07,1000,One-way
2997,1524,Short Haul,2022-11-18,2,2022-09-19,32405.20293,Open Jaw
2998,1524,Long Haul,2022-04-29,2,2022-03-07,17674.18934,One-way
2999,1524,Domestic,2022-11-13,2,2022-10-21,2524.149068,One-way
3000,1524,Short Haul,2022-11-30,1,2022-10-02,9397.493065,Round-Trip
3001,1524,Domestic,2022-04-10,2,2022-03-27,4242.29734,One-way
3002,1525,Domestic,2022-11-05,3,2022-10-26,3551.26261,One-way
3003,1525,Domestic,2022-12-24,1,2022-12-12,1536.265508,One-way
3004,1526,Domestic,2022-11-30,5,2022-11-14,4688.752119,One-way
3005,1527,Domestic,2022-11-11,4,2022-10-27,16317.39166,Round-Trip
3006,1527,Domestic,2022-11-06,4,2022-10-14,9020.953246,One-way
3007,1527,Short Haul,2022-11-09,3,2022-09-07,19998.93136,One-way
3008,1528,Short Haul,2022-05-25,3,2022-03-27,25941.46283,One-way
3009,1528,Short Haul,2022-11-13,1,2022-09-02,3010.565102,One-way
3010,1528,Domestic,2022-11-13,3,2022-11-01,5172.115945,Round-Trip
3011,1529,Short Haul,2022-05-05,2,2022-02-27,5892.127207,One-way
3012,1530,Long Haul,2022-10-01,1,2022-07-21,26704.35499,Round-Trip
3013,1530,Domestic,2022-01-03,1,2021-12-21,7099.173662,Round-Trip
3014,1530,Domestic,2022-04-27,2,2022-04-17,1517.725421,One-way
3015,1530,Domestic,2022-12-21,2,2022-12-06,2887.922531,One-way
3016,1531,Short Haul,2022-05-12,1,2022-03-22,10740.82255,Open Jaw
3017,1532,Domestic,2022-04-30,1,2022-04-15,5245.469003,Round-Trip
3018,1532,Long Haul,2022-05-26,1,2022-03-22,13095.79534,One-way
3019,1532,Domestic,2022-10-19,1,2022-10-06,2686.726506,One-way
3020,1533,Short Haul,2022-10-28,1,2022-09-14,9132.921725,One-way
3021,1533,Domestic,2022-11-19,4,2022-11-06,8778.658519,Open Jaw
3022,1534,Short Haul,2022-10-30,1,2022-09-03,11579.68647,Round-Trip
3023,1534,Short Haul,2022-05-31,3,2022-04-09,36831.8389,Round-Trip
3024,1534,Domestic,2022-04-17,2,2022-03-31,2615.49836,One-way
3025,1534,Domestic,2022-11-27,3,2022-11-10,20297.7076,Round-Trip
3026,1535,Short Haul,2022-11-11,1,2022-09-23,20114.13788,Open Jaw
3027,1535,Short Haul,2022-05-30,1,2022-04-02,12488.60769,Open Jaw
3028,1536,Long Haul,2022-10-29,3,2022-08-20,68223.67304,Round-Trip
3029,1536,Domestic,2022-06-16,1,2022-06-08,2469.864225,Open Jaw
3030,1537,Domestic,2022-09-25,1,2022-09-07,2534.072245,Round-Trip
3031,1538,Domestic,2022-04-16,1,2022-03-28,4073.617058,One-way
3032,1538,Short Haul,2022-07-08,1,2022-05-11,6032.164504,Round-Trip
3033,1538,Short Haul,2022-11-27,4,2022-09-30,30871.56713,One-way
3034,1539,Long Haul,2022-11-21,1,2022-09-16,6951.320652,One-way
3035,1539,Domestic,2022-05-16,3,2022-04-29,16218.32104,Round-Trip
3036,1540,Short Haul,2022-11-07,4,2022-09-04,23412.80069,One-way
3037,1541,Domestic,2022-04-12,1,2022-03-25,2529.790088,Round-Trip
3038,1541,Long Haul,2022-06-04,1,2022-04-13,14373.79918,Round-Trip
3039,1542,Domestic,2022-12-12,1,2022-11-24,3080.951731,One-way
3040,1542,Domestic,2022-06-20,1,2022-06-08,5259.766813,Round-Trip
3041,1543,Long Haul,2022-12-06,5,2022-09-21,64345.67544,Round-Trip
3042,1544,Domestic,2022-05-09,4,2022-05-02,8041.800258,One-way
3043,1545,Short Haul,2022-10-18,3,2022-08-22,13109.90727,One-way
3044,1545,Domestic,2022-11-26,3,2022-11-13,3491.077262,One-way
3045,1545,Domestic,2022-11-23,5,2022-10-31,4036.785961,One-way
3046,1546,Domestic,2022-04-28,3,2022-04-14,6694.433982,One-way
3047,1547,Long Haul,2022-11-27,1,2022-10-06,12535.47289,Open Jaw
3048,1547,Domestic,2022-11-26,1,2022-11-13,2623.75765,Round-Trip
3049,1548,Domestic,2022-04-15,1,2022-04-03,7540.286039,Open Jaw
3050,1549,Short Haul,2022-11-12,1,2022-09-17,3658.499644,One-way
3051,1549,Long Haul,2022-11-09,3,2022-09-20,30547.48733,One-way
3052,1550,Domestic,2022-05-17,3,2022-05-06,11882.53681,One-way
3053,1551,Long Haul,2022-11-06,1,2022-09-14,9374.559066,One-way
3054,1552,Domestic,2022-10-06,1,2022-09-28,1000,One-way
3055,1552,Domestic,2022-10-04,1,2022-09-14,3055.411816,One-way
3056,1552,Domestic,2022-05-28,3,2022-05-20,12374.81898,One-way
3057,1552,Domestic,2022-12-06,1,2022-11-09,1000,One-way
3058,1553,Domestic,2022-11-04,3,2022-10-21,2862.98248,One-way
3059,1553,Domestic,2022-11-19,3,2022-11-05,4756.151999,One-way
3060,1554,Long Haul,2022-04-22,4,2022-02-16,35842.9235,One-way
3061,1555,Domestic,2022-05-01,3,2022-04-11,5820.527667,One-way
3062,1555,Domestic,2022-10-30,3,2022-10-07,1000,One-way
3063,1555,Domestic,2022-10-29,4,2022-10-06,6939.424682,One-way
3064,1555,Domestic,2022-11-24,4,2022-11-07,5247.271273,One-way
3065,1556,Long Haul,2022-05-27,7,2022-03-22,92410.99378,One-way
3066,1556,Short Haul,2022-05-17,1,2022-03-17,5881.462295,One-way
3067,1556,Domestic,2022-05-13,1,2022-04-30,3633.969685,Round-Trip
3068,1557,Short Haul,2022-05-20,2,2022-03-14,28473.27039,Round-Trip
3069,1557,Long Haul,2022-12-06,2,2022-09-28,28439.35354,Round-Trip
3070,1558,Domestic,2022-05-15,6,2022-04-26,2985.422042,One-way
3071,1559,Short Haul,2022-09-29,3,2022-07-31,28612.761,Round-Trip
3072,1559,Domestic,2022-04-28,1,2022-04-16,1541.112757,One-way
3073,1559,Short Haul,2022-11-19,3,2022-09-13,21120.86072,Round-Trip
